schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Efficient SWE Agent Benchmarking via Trajectory-Aware Evaluation,"Kefeng Duan, Dewu Zheng, Yanlin Wang, Xiwen Wang, Ensheng Shi, Xilin Liu, Yuchi Ma, Jiachi Chen, Mingwei Liu, Zibin Zheng",http://arxiv.org/abs/2609.01603v1,https://github.com/DeepSoftwareAnalytics/PTA-IRT,0,2026-09-01T17:59:46Z,2026-09-03T09:59:00.338051Z
1.0,RESEARCH_PAPER,Adaptive Critical Token-Aware Retrieval for Repository-Level Code Generation,"Kefeng Duan, Dewu Zheng, Yanlin Wang, Terry Yue Zhuo, Mingwei Liu, Jianxing Yu, Jiachi Chen, Ensheng Shi, Xilin Liu, Yuchi Ma, Zibin Zheng",http://arxiv.org/abs/2609.01601v1,https://github.com/DeepSoftwareAnalytics/ACToR,0,2026-09-01T17:59:39Z,2026-09-03T09:59:00.338077Z
1.0,RESEARCH_PAPER,CordisBench: Can Language Models Reason About Component Lifecycles in Dynamic Agent Harnesses?,"Damien Sileo, Dimitri Kachler",http://arxiv.org/abs/2609.01600v1,,0,2026-09-01T17:59:13Z,2026-09-03T09:59:00.338091Z
1.0,RESEARCH_PAPER,The Rise of Verbal Reinforcement Learning,"Kshitij Tayal, Arun Sharma, Genta Indra Winata, Anirban Das, Sambit Sahu",http://arxiv.org/abs/2609.01597v1,,0,2026-09-01T17:58:18Z,2026-09-03T09:59:00.338108Z
1.0,RESEARCH_PAPER,Facet-0: A Robotic Foundation Model for Contact-Rich Precise Manipulation,"Haoyuan Deng, Haichao Liu, Wenkai Guo, Yuan Ling, Zaijia Yang, Yuanjiang Xue, Haosheng Sun, Liangzi Wang, Ziwei Wang",http://arxiv.org/abs/2609.01596v1,,0,2026-09-01T17:58:07Z,2026-09-03T09:59:00.338131Z
1.0,RESEARCH_PAPER,Mechanism Design for Alignment and Control,"Dirk Bergemann, Andrew Koh, Stephen Morris",http://arxiv.org/abs/2609.01595v1,,0,2026-09-01T17:57:50Z,2026-09-03T09:59:00.338146Z
1.0,RESEARCH_PAPER,StudentSim: Training LLM-based Student Simulators,"Ke Yang, Chenglong Wang, Michel Galley, Chandan Singh, Jeevana Priya Inala, ChengXiang Zhai, Jianfeng Gao",http://arxiv.org/abs/2609.01591v1,https://github.com/microsoft/StudentSim,28,2026-09-01T17:55:10Z,2026-09-03T09:59:00.338167Z
1.0,RESEARCH_PAPER,Designing Proactive Thought Partners for Writing,"Chao Zhang, Abe Davis, Chih-Wei Chen, Chin-Chia Hsu",http://arxiv.org/abs/2609.01588v1,,0,2026-09-01T17:54:32Z,2026-09-03T09:59:00.338183Z
1.0,RESEARCH_PAPER,The Structure of Quantization Damage in LLMs: Why the Next Bit Should Be Spent Globally,"Jundong Hu, Shekar Ramachandran",http://arxiv.org/abs/2609.01587v1,,0,2026-09-01T17:53:41Z,2026-09-03T09:59:00.338197Z
1.0,RESEARCH_PAPER,Closing Cost-Quality Gap in Document VLMs: Difficulty-Aware Data Curation and Quality-Adjusted Deployment Economics,"Maksim Evdokimov, Matvey Ivanov, Dmitrii Tsiupin, Olga Tsymboi, Anatolii Potapov, Aleksandr Ivanov",http://arxiv.org/abs/2609.01575v1,,0,2026-09-01T17:40:29Z,2026-09-03T09:59:00.338216Z
1.0,RESEARCH_PAPER,Scaling Near-Optimal SFT-RL Annotation Budget Allocation from Small to Large LLMs,"Jingtan Wang, Arun Verma, Xiaoqiang Lin, Zhengyuan Liu, Nancy F. Chen, Daniela Rus, Bryan Kian Hsiang Low",http://arxiv.org/abs/2609.01573v1,,0,2026-09-01T17:39:55Z,2026-09-03T09:59:00.338241Z
1.0,RESEARCH_PAPER,From Production Traffic to Post-Training: Building a Self-Hosted LLM That Covers the Corporate Request Mix,"Olga Tsymboi, Dmitrii Stoianov, Ramil Latypov, Danil Taranets, Daniil Dryabin, Mikhail Gashkov, Viktor Zelenkovskiy, Aleksandr Fida, Gleb Alektorov, Nikita Gulyakov, Arthur Babkin, Aleksandr Medvedev, Pavel Gein, Anatolii Potapov",http://arxiv.org/abs/2609.01572v1,,0,2026-09-01T17:39:26Z,2026-09-03T09:59:00.338271Z
1.0,RESEARCH_PAPER,Selective Agent Guidance via Entropy: Learning Autonomous Policies from Imperfect VLM Teachers,"Giovanni Bonetta, Matteo Merler, Davide Zago, Rossella Cancelliere, Bernardo Magnini",http://arxiv.org/abs/2609.01567v2,,0,2026-09-01T17:33:41Z,2026-09-03T09:59:00.338289Z
1.0,RESEARCH_PAPER,From Confusion to Clarity: Confusion-Aware Retrieval and Knowledge Injection for Text Classification,"Manish Gupta, Chaitanya Giri, Jayasimha Talur",http://arxiv.org/abs/2609.01564v1,,0,2026-09-01T17:31:02Z,2026-09-03T09:59:00.338304Z
1.0,RESEARCH_PAPER,A systematic Approach to constructing a Chance-and-Risk Matrix for Semiconductor Supply Chains,"Ema Salkić, Alexander Fichtl, Philipp Ulrich, Hans Ehm, Marta Bonik, Georg Groh",http://arxiv.org/abs/2609.01563v1,,0,2026-09-01T17:30:39Z,2026-09-03T09:59:00.338324Z
1.0,RESEARCH_PAPER,H3-World: Turning Language Understanding into World Control,"Danze Chen, Zeqing Wang, Ziyue Lin, Xingyi Yang, Yeying Jin",http://arxiv.org/abs/2609.01560v1,,0,2026-09-01T17:21:40Z,2026-09-03T09:59:00.338341Z
1.0,RESEARCH_PAPER,Gradient-Update Mismatch: Rethinking Conflict-Free Training of Physics-Informed Neural Networks,"Jing Xiao, Xinhai Chen, Qinglin Wang, Menghan Jia, Zhiquan Lai, Dongsheng Li, Jie Liu, Tiejun Li",http://arxiv.org/abs/2609.01558v1,https://github.com/JingXiao10/GUA,9,2026-09-01T17:20:13Z,2026-09-03T09:59:00.338365Z
1.0,RESEARCH_PAPER,"Retrieved but not ranked: surface-form bias in structural retrieval, from mathematics to agent trajectories","Nabira Rashid, Manolis Kellis",http://arxiv.org/abs/2609.01556v1,,0,2026-09-01T17:19:57Z,2026-09-03T09:59:00.338379Z
1.0,RESEARCH_PAPER,BS: Take the Hint - Interactive Multitracer PET/CT Lesion Segmentation with a Scribble-Conditioned ResEnc U-Net,"Marven Sherif, Amgad Elmasry, Youssef Ghazal, Ayman Elghotni",http://arxiv.org/abs/2609.01554v1,,0,2026-09-01T17:19:34Z,2026-09-03T09:59:00.338396Z
1.0,RESEARCH_PAPER,Can LLMs Discover Scientific Laws in Real and Parallel Worlds?,"Yiming Huang, Ziche Liu, Zhuohang Wu, Yiqian Wang, Junxia Cui, Xinkai Zou, Linjun Mao, Nan Huang, Naicheng Yu, Kaijie Zhu, Yue Ma, Kun Zhou, Letian Peng, Jingbo Shang",http://arxiv.org/abs/2609.01552v1,,0,2026-09-01T17:17:59Z,2026-09-03T09:59:00.338426Z
1.0,RESEARCH_PAPER,A Mathematical Theory of Reusable Neural Bases for Network Compression,Binshuai Wang,http://arxiv.org/abs/2609.01550v1,,0,2026-09-01T17:16:21Z,2026-09-03T09:59:03.142624Z
1.0,RESEARCH_PAPER,NashDreamer: Model-Based Reinforcement Learning for Zero-Sum Imperfect-Information Games,"Tomáš Holeček, Viliam Lisý",http://arxiv.org/abs/2609.01549v1,,0,2026-09-01T17:15:41Z,2026-09-03T09:59:03.142646Z
1.0,RESEARCH_PAPER,SDARE-Bench: Evaluating Large Language Models on Conversational Stigma Detection and Response in Dyadic and Group Dialogue,"Stephanie Fong, Yiwen Jiang, Zimu Wang, Hongxi Yang, Yaling Shen, Hiu Weh Naomi Chow, Heung Ying Lai, Xiangyu Zhao, Qingyang Xu, Zhongxing Xu, Jiahe Liu, Guilherme C. Oliveira, Vincent Lee, Zongyuan Ge, Dominic Dwyer",http://arxiv.org/abs/2609.01548v1,,0,2026-09-01T17:15:22Z,2026-09-03T09:59:03.142680Z
1.0,RESEARCH_PAPER,Variable Selection for Feature-Based Newsvendor,"Zhaoliang Yuan, Jie Wang",http://arxiv.org/abs/2609.01544v1,,0,2026-09-01T17:10:24Z,2026-09-03T09:59:03.142695Z
1.0,RESEARCH_PAPER,Quantum Sparse Autoencoders for Q-Matrix Estimation in Cognitive Diagnosis,"Arif Hassan Zidan, Yi Pan, Bowen Guo, Xiang Li, Yu Bao, Yingfeng Wang, Tianming Liu, Wei Zhang",http://arxiv.org/abs/2609.01537v1,,0,2026-09-01T17:05:08Z,2026-09-03T09:59:03.142728Z
1.0,RESEARCH_PAPER,Can LLMs Design Video Coding Tools? A Case Study on Planar Mode,"Yingwen Zhang, Meng Wang, Liqiang He, Shiqi Wang",http://arxiv.org/abs/2609.01535v1,,0,2026-09-01T17:04:47Z,2026-09-03T09:59:03.142745Z
1.0,RESEARCH_PAPER,Tri-Band Channel Measurement-Enabled Multi-Layer Digital Twin for Terahertz Wireless Data Centers,"Mingjie Zhu, Ziming Yu, Guangjian Wang, Chong Han",http://arxiv.org/abs/2609.01699v1,,0,2026-09-01T17:01:38Z,2026-09-03T09:59:03.142762Z
1.0,RESEARCH_PAPER,Knowledge Distillation During Mid-Training Favors Reasoning over Factual Recall,"Jacqueline He, Howard Yen, Shuyue Stella Li, Margaret Li, Hanqing Zeng, Yinglong Xia, Benyu Zhang, Zhuokai Zhao, Qiang Zhang, Pang Wei Koh, Luke Zettlemoyer, Wen-tau Yih",http://arxiv.org/abs/2609.01532v1,,0,2026-09-01T17:00:30Z,2026-09-03T09:59:03.142790Z
1.0,RESEARCH_PAPER,Sierpiński--Knopp Wasserstein Distance for Persistence Diagrams and Applications to 2-Wasserstein Approximation,"Sebastien Tchitchek, Julien Tierny",http://arxiv.org/abs/2609.01528v1,,0,2026-09-01T16:57:04Z,2026-09-03T09:59:03.142805Z
1.0,RESEARCH_PAPER,EvoSCM: Scientific Belief Revision Through Causal Model Evolution and Experimentation,"Qing Zhao, Haowei Li, Weijian Deng, Pengxu Wei, Liang Lin",http://arxiv.org/abs/2609.01526v1,,0,2026-09-01T16:55:56Z,2026-09-03T09:59:03.142824Z
1.0,RESEARCH_PAPER,"Relational-Core Graph Analytics Querying graphs at SQL scale, and why the node/edge model is a performance tax, not a truer picture of connected data",Gene Zhang,http://arxiv.org/abs/2609.01525v1,,0,2026-09-01T16:55:11Z,2026-09-03T09:59:03.142836Z
1.0,RESEARCH_PAPER,When Guardrails Look Effective: Construct Validity Failures in LLM Agent Commerce Evaluation,"Peiying Zhu, Sidi Chang",http://arxiv.org/abs/2609.01519v1,,0,2026-09-01T16:48:13Z,2026-09-03T09:59:03.142850Z
1.0,RESEARCH_PAPER,TempCloze: Can Video-LLMs Identify the Missing Middle?,"Wenqi Pei, Henry Hengyuan Zhao, Yilai Liu, Jiahao Meng, Han Chen, Ziyu Wang, Hongyang Du",http://arxiv.org/abs/2609.01515v1,,0,2026-09-01T16:45:02Z,2026-09-03T09:59:03.142870Z
1.0,RESEARCH_PAPER,LatentPress: Context Compression Beyond Text and Vision,"Zhengze Zhou, Hejian Sang",http://arxiv.org/abs/2609.01507v1,https://github.com/xuyd16ai/context_softtoken_compress,0,2026-09-01T16:38:15Z,2026-09-03T09:59:03.142887Z
1.0,RESEARCH_PAPER,Public-Sharing Labels and Verbatim Field Egress in an MCP-to-A2A Agent Configuration: A Controlled Multi-Model Study,Arpan Kumar Mahapatra,http://arxiv.org/abs/2609.01693v1,,0,2026-09-01T16:24:11Z,2026-09-03T09:59:03.142901Z
1.0,RESEARCH_PAPER,Optimizing Byzantine Node Placement in Decentralized Federated Learning,"Edoardo Gabrielli, Gabriele Tolomei",http://arxiv.org/abs/2609.01495v1,,0,2026-09-01T16:23:03Z,2026-09-03T09:59:03.142915Z
1.0,RESEARCH_PAPER,Rethinking Learnability in Offline Data-driven Optimization,"Chao Qian, Chen-Guang Wang, Rong-Xi Tan, Ke Xue",http://arxiv.org/abs/2609.01493v2,,0,2026-09-01T16:22:28Z,2026-09-03T09:59:03.142932Z
1.0,RESEARCH_PAPER,GlossoGen: Emergent Language in Complex Multi-Agent LLM Interactions,"Elias Stengel-Eskin, Newton Sander, Carlos Bonetti, Sasha Boguraev, James Bowler, Hale Sirin, Simon Kirby",http://arxiv.org/abs/2609.01491v1,,0,2026-09-01T16:22:07Z,2026-09-03T09:59:03.142955Z
1.0,RESEARCH_PAPER,Defense-as-Skill: Evolving Runtime Guard Skill for Skill-Augmented Agents,"Xiaofang Yang, Ziqi Miao, Dianbo Sui, Jing Shao, Lijun Li",http://arxiv.org/abs/2609.01487v1,,0,2026-09-01T16:19:31Z,2026-09-03T09:59:03.142973Z
1.0,RESEARCH_PAPER,Harness-of-Harness: Multi-Day Autonomous Software Development with Continual Improvement,"Haoyang Yan, Min-le Su, Hangfan Zhang, Zhanhao Li, Chen Zhang, Shao Zhang, Yang Chen, Lei Bai, Shuyue Hu",http://arxiv.org/abs/2609.01481v1,https://github.com/Flesymeb/HarnessOfHarness,33,2026-09-01T16:17:18Z,2026-09-03T09:59:03.142997Z
1.0,RESEARCH_PAPER,FairLens: Benchmarking Fairness in Vision-Language Models for High-Stakes Decision-Making,"Vahid Reza Khazaie, Ahmed Y. Radwan, Shaina Raza",http://arxiv.org/abs/2609.01691v1,,0,2026-09-01T16:06:50Z,2026-09-03T09:59:03.143012Z
1.0,RESEARCH_PAPER,Parsing the Stream: A Live Trace Model for Long-Horizon Agents and Their Observers,"Egor Pakhomov, Erik Nijkamp",http://arxiv.org/abs/2609.01466v1,,0,2026-09-01T16:03:54Z,2026-09-03T09:59:03.143026Z
1.0,RESEARCH_PAPER,AutoConcept: Training-Free Concept-Guided Reranking for Metadata-Available Composed Image Retrieval,"Tianyu Wang, Tianjiao Wu",http://arxiv.org/abs/2609.01456v1,,0,2026-09-01T16:00:25Z,2026-09-03T09:59:03.143040Z
1.0,RESEARCH_PAPER,When Safety Routing Breaks: Understanding Alignment Fragility under Benign Fine-Tuning,"Yitong Guo, Xiaoyi Chen, Siyuan Zhang, Xiaofeng Wang, Haixu Tang",http://arxiv.org/abs/2609.01455v1,,0,2026-09-01T15:59:32Z,2026-09-03T09:59:03.143058Z
1.0,RESEARCH_PAPER,Does Imitation Learning Preserve Temporal Robustness in Dexterous Manipulation? An Expert-Learner Comparison Across Task Execution Speeds,"Clinton Enwerem, John S. Baras, Calin Belta",http://arxiv.org/abs/2609.01453v1,https://github.com/coenwerem/parcelstow,0,2026-09-01T15:57:26Z,2026-09-03T09:59:03.143073Z
1.0,RESEARCH_PAPER,Diffusion as a Training Curriculum for Timestep-Free Iterative Reasoning,"Mariia Drozdova, Aidan Sirbu, Pietro Miotti, Robert Obryk, Mayalen Etcheverry, Eyvind Niklasson, Blake Richards",http://arxiv.org/abs/2609.01449v1,,0,2026-09-01T15:55:01Z,2026-09-03T09:59:03.143094Z
1.0,RESEARCH_PAPER,Edge-Girth as a Structural Edge Feature for Graph Neural Networks,"Lilian Marey, Charlotte Laclau",http://arxiv.org/abs/2609.01441v1,,0,2026-09-01T15:50:42Z,2026-09-03T09:59:03.143108Z
1.0,RESEARCH_PAPER,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,"Yuhao Wu, Jingyuan Zhang, Jiajun Shi, Xinping Lei, Qingshui Gu, Yuxuan Zhang, Zexuan Wang, Chen He, Chen Huang, Maojia Song, Zhiyuan Zeng, Shaowen Wang, Jinkai Liu, Yunfeng Shi, Jiaheng Liu, Shen Yan, Wenhao Huang, Ge Zhang, Wenxuan Zhang",http://arxiv.org/abs/2609.01437v1,,0,2026-09-01T15:45:33Z,2026-09-03T09:59:03.143151Z
1.0,RESEARCH_PAPER,Citing Less Critically: LLMs Reshape the Rhetoric and Reach of Scientific Citation,"Yixuan Liu, Lin Chen, Zhuoqi Liu, Jianglin Lu, Dakota Murray",http://arxiv.org/abs/2609.01432v1,,0,2026-09-01T15:42:04Z,2026-09-03T09:59:03.143169Z
1.0,RESEARCH_PAPER,Efficiently Estimating Optimal Hyperparameter Scaling Laws through Power-Law Entropy Search,"Zhiliang Chen, Sebastian Ament, David Eriksson, Maximilian Balandat, Eytan Bakshy, Jihao Andreas Lin",http://arxiv.org/abs/2609.01431v1,,0,2026-09-01T15:41:59Z,2026-09-03T09:59:03.143188Z
1.0,RESEARCH_PAPER,Learning Sparse Decision Trees via Transformer Variational Auto-Encoders,"Giacomo Fidone, Alessio Cascione, Riccardo Guidotti",http://arxiv.org/abs/2609.01430v1,,0,2026-09-01T15:40:33Z,2026-09-03T09:59:03.143203Z
1.0,RESEARCH_PAPER,TRIAGE: Three-level Routing and Intelligent Agent Guidance for Efficient Execution,Ruocan Wei,http://arxiv.org/abs/2609.01428v1,,0,2026-09-01T15:40:09Z,2026-09-03T09:59:03.143215Z
1.0,RESEARCH_PAPER,Semantic-Guided Multimodal Preprocessing for Vision Transformer-Based Clear Cell Renal Cell Carcinoma Grading,"Fatemeh Javadian, Zhu Chen, Zahra Aminparast, Johannes Stegmaier",http://arxiv.org/abs/2609.01426v1,,0,2026-09-01T15:39:14Z,2026-09-03T09:59:03.143234Z
1.0,RESEARCH_PAPER,Median-of-Means as an Extremal Convex Estimator and a Nonconvex Route to the Trimmed Oracle,Angshul Majumdar,http://arxiv.org/abs/2609.01689v1,,0,2026-09-01T15:39:04Z,2026-09-03T09:59:03.143247Z
1.0,RESEARCH_PAPER,CATeye: Coupled Attribute-Topology Invariance Learning for Voucher Abuse Detection,"Tian Tian, Shuaicheng Niu, Hao Kuang, Yuanhang Hu, Dong Li, Zhiqi Shen",http://arxiv.org/abs/2609.01425v1,https://github.com/Tian0426/CATeye,0,2026-09-01T15:38:46Z,2026-09-03T09:59:03.143267Z
1.0,RESEARCH_PAPER,From Rollouts to Recipes: Self-Contained Post-Training for LLMs,"Yifei Li, Lingling Zhang, Muye Huang, Zihan Ma, Jiashuai Liu, Jun Liu",http://arxiv.org/abs/2609.01422v1,,0,2026-09-01T15:36:26Z,2026-09-03T09:59:03.143286Z
1.0,RESEARCH_PAPER,Provably Safe Sim-to-Real Transfer,"Tingting Ni, Maryam Kamgarpour",http://arxiv.org/abs/2609.01418v1,,0,2026-09-01T15:34:57Z,2026-09-03T09:59:03.143299Z
1.0,RESEARCH_PAPER,Predicting Subsurface Abnormalities Growth using Physics-Informed Neural Networks,"Mehrdad Shafiei Dizaji, Hoda Azari",http://arxiv.org/abs/2609.01417v1,,0,2026-09-01T15:34:23Z,2026-09-03T09:59:03.143315Z
1.0,RESEARCH_PAPER,On the Reliability of Generative Augmentation: A Wasserstein-Based Theoretical and Empirical Study,"Chathurika S Abeykoon, Mathias Nthiani Muia, Mallory Goldstein",http://arxiv.org/abs/2609.01410v1,,0,2026-09-01T15:30:24Z,2026-09-03T09:59:03.143330Z
1.0,RESEARCH_PAPER,EdiTikZ: Scientific Figure Editing from Revision Trajectories,"Christian Greisinger, Zhixue Zhao, Steffen Eger",http://arxiv.org/abs/2609.01409v1,,0,2026-09-01T15:29:52Z,2026-09-03T09:59:03.143346Z
1.0,RESEARCH_PAPER,Neuro-Symbolic Geometric Abstraction (NeuSOGA): From Observations to Symbolic Mathematical Representations,"Qingde Li, Qingqi Hong, Zihan Li, Jie Tian",http://arxiv.org/abs/2609.01408v2,,0,2026-09-01T15:29:30Z,2026-09-03T09:59:03.143366Z
1.0,RESEARCH_PAPER,Contribution-Aware Bandwidth Allocation for Multimodal Split Learning,"Iason Ofeidis, Leandros Tassiulas",http://arxiv.org/abs/2609.01406v1,,0,2026-09-01T15:28:16Z,2026-09-03T09:59:03.143380Z
1.0,RESEARCH_PAPER,"Evaluating Multimodal LLMs as Generalist Vision-Language-Action Agents for Drone Control: Commanding, Approaching, Tracking and Searching","Jaewoo Park, Minyoung Lee, Sukmin Seo, Moonbin Yim, Hyunwook Yoon, Dohoon Ryu, Daehee Kim, Myungseo Song, Jihyuk Byun, Seunggyu Chang, Taeho Kil, Jiseob Kim, Bado Lee, Geewook Kim",http://arxiv.org/abs/2609.01404v1,,0,2026-09-01T15:27:43Z,2026-09-03T09:59:03.143410Z
1.0,RESEARCH_PAPER,Measuring consistency via ensemble margin and local prediction variability: Auditing decision systems in the presence of predictive multiplicity,"Sinjini Banerjee, Tim Marrinan, Anand D. Sarwate",http://arxiv.org/abs/2609.01397v1,,0,2026-09-01T15:22:01Z,2026-09-03T09:59:03.143425Z
1.0,RESEARCH_PAPER,When Tokenization is Secretly Output Supervision,"Tanja Baeumel, Josef van Genabith, Simon Ostermann",http://arxiv.org/abs/2609.01386v1,,0,2026-09-01T15:16:19Z,2026-09-03T09:59:03.143440Z
1.0,RESEARCH_PAPER,Learning Evidence Sufficiency Boundaries for Selective Answering in Grounded Multi-Hop QA,"Haruto Sato, Yuki Tanaka, Ren Nakamura, Aoi Kobayashi, Mei Ito",http://arxiv.org/abs/2609.01687v1,,0,2026-09-01T15:16:11Z,2026-09-03T09:59:03.143458Z
1.0,RESEARCH_PAPER,InSight: A Benchmark for Agentic Claim Verification in Interactive Visualizations,"Maeve Hutchinson, Syed Mahbubul Huq, Mohammad Albinhassan, Radu Jianu, Aidan Slingsby, Pranava Madhyastha",http://arxiv.org/abs/2609.01383v1,https://github.com/maevehutch/insight,0,2026-09-01T15:15:30Z,2026-09-03T09:59:03.143477Z
1.0,RESEARCH_PAPER,Polish ModernBERT: The Long and Short of Polish Language Understanding,"Michał Perełkiewicz, Sławomir Dadas, Rafał Poświata, Małgorzata Grębowiec",http://arxiv.org/abs/2609.01379v1,,0,2026-09-01T15:13:13Z,2026-09-03T09:59:03.143494Z
1.0,RESEARCH_PAPER,IntroConformal: Conformal Factuality Guarantees for Large Vision-Language Models via Introspective Signals,"Md. Atabuzzaman, Christian Alexander, Chris Thomas",http://arxiv.org/abs/2609.01375v1,,0,2026-09-01T15:09:56Z,2026-09-03T09:59:03.143509Z
1.0,RESEARCH_PAPER,Behaviorally Effective LoRA Writes Are Sparse and Structured,"Haruto Sato, Yuki Tanaka, Ren Nakamura, Aoi Kobayashi, Mei Ito",http://arxiv.org/abs/2609.01374v1,,0,2026-09-01T15:09:43Z,2026-09-03T09:59:03.143528Z
1.0,RESEARCH_PAPER,How Correct Is Your Answer? A Semantic Correctness Framework for Open QA Evaluation,"Elitsa Yotkova, Violeta Kastreva, Petar Velkov, Hristo Boyanov, Dimitar Dimitrov, Ivan Koychev, Preslav Nakov",http://arxiv.org/abs/2609.01369v1,,0,2026-09-01T15:06:39Z,2026-09-03T09:59:03.143548Z
1.0,RESEARCH_PAPER,"Investigating Linear Probe Robustness to Linguistic Register, Medical Specialty, and Corpus Shifts in Medical QA","Nishant Mishra, Ameen Abu-Hanna, Iacer Calixto",http://arxiv.org/abs/2609.01361v1,,0,2026-09-01T15:01:47Z,2026-09-03T09:59:03.143565Z
1.0,RESEARCH_PAPER,EDGE: Error Dependency Graph-Guided Multi-Error Attribution in Multi-Agent LLM Systems,"Jun Hou, Priya Pitre, Yi Fang, Xuan Wang",http://arxiv.org/abs/2609.01360v1,,0,2026-09-01T15:00:54Z,2026-09-03T09:59:03.143582Z
1.0,RESEARCH_PAPER,PopPert: Population-level Joint-Distribution Modeling for Single-Cell Perturbation Prediction,"Handong Wang, Jiaxin Qi, Haochen Feng, Baisheng Lai",http://arxiv.org/abs/2609.01357v1,https://github.com/whd1125/PopPert,0,2026-09-01T14:59:03Z,2026-09-03T09:59:03.143599Z
1.0,RESEARCH_PAPER,Exact Risk-Complexity Laws for Projective Boundaries in Scenario Optimization and Distribution-Free Certification,Giuseppe C. Calafiore,http://arxiv.org/abs/2609.01355v1,,0,2026-09-01T14:58:38Z,2026-09-03T09:59:03.143612Z
1.0,RESEARCH_PAPER,Separating Syntax from Language: A Mechanistic Account of Translation in Multilingual LLMs,"Mikhail Sonkin, Tanja Baeumel, Daniil Gurgurov, Josef van Genabith, Simon Ostermann",http://arxiv.org/abs/2609.01356v1,,0,2026-09-01T14:58:38Z,2026-09-03T09:59:03.143632Z
1.0,RESEARCH_PAPER,Where the Verifier Fails: A Category-Level Audit of Reward Signals in RLVR,Esther Xin,http://arxiv.org/abs/2609.01354v1,,0,2026-09-01T14:57:59Z,2026-09-03T09:59:03.143644Z
1.0,RESEARCH_PAPER,SymFold: Synergizing Evolutionary and Structural Priors for Accurate Protein Inverse Folding,"Handong Wang, Jiaxin Qi, Baisheng Lai, Jianqiang Huang",http://arxiv.org/abs/2609.01353v1,,0,2026-09-01T14:57:24Z,2026-09-03T09:59:03.143661Z
1.0,RESEARCH_PAPER,CHARM: Character Hallucination for Multicultural Role Play Benchmark,"Sunkyung Han, Nahyeon Park, Gaeun Seo, Seunghyun Yoon, JinYeong Bak",http://arxiv.org/abs/2609.01352v1,,0,2026-09-01T14:57:14Z,2026-09-03T09:59:03.143679Z
1.0,RESEARCH_PAPER,Scalable Rao-Blackwellized Online Planning for High-Dimensional POMDPs,"Jiho Lee, Nisar Ahmed, Kyle Hollins Wray, Zachary Sunberg",http://arxiv.org/abs/2609.01351v1,,0,2026-09-01T14:57:10Z,2026-09-03T09:59:03.143695Z
1.0,RESEARCH_PAPER,Meta-ethics and AI: exploring the novel meta-ethical questions in the era of AI,Shang Lu,http://arxiv.org/abs/2609.01685v1,,0,2026-09-01T14:56:09Z,2026-09-03T09:59:03.143707Z
1.0,RESEARCH_PAPER,"Cheap Verifiers, Large Blind Spots: Measuring the Reliability Cost of Cost-Saving Cascades",Dushyant Rajput,http://arxiv.org/abs/2609.01345v1,,0,2026-09-01T14:53:41Z,2026-09-03T09:59:03.143721Z
1.0,RESEARCH_PAPER,SMELT: Scaling Laws for Compute-Matched MoE Looped Transformers,"Shaowen Wang, Ge Zhang, Kairong Luo, Yuhao Wu, Shaofan Liu, Jiaheng Liu, Wenhao Huang, Shen Yan, Jian Li",http://arxiv.org/abs/2609.01343v1,,0,2026-09-01T14:52:57Z,2026-09-03T09:59:03.143744Z
1.0,RESEARCH_PAPER,Probing Factual Knowledge Transfer with Training Data Interventions,"Romina Oji, Marc Braun, Marcel Bollmann, Marco Kuhlmann, Jenny Kunz",http://arxiv.org/abs/2609.01341v1,,0,2026-09-01T14:51:12Z,2026-09-03T09:59:03.143761Z
1.0,RESEARCH_PAPER,mzCache: On-Device LLM Memory Management under Multitasking,"Hongseung Yu, Minsung Kim, Jongseok Park, Kyunghan Lee",http://arxiv.org/abs/2609.01338v1,,0,2026-09-01T14:49:20Z,2026-09-03T09:59:03.143777Z
1.0,RESEARCH_PAPER,LEAP: Likelihood Elicitation and Aggregation for LLM-based Probabilistic Forecasting,"Yufei Chen, Yiran Zhao, Xiaogang Xu, Qipeng Xie, Jiafei Wu, Zhe Liu",http://arxiv.org/abs/2609.01337v1,,0,2026-09-01T14:49:19Z,2026-09-03T09:59:03.143798Z
1.0,RESEARCH_PAPER,Bandits in Prod: Hyperparameter Optimization at Inference Time,"Louis Abraham, Tuan-Anh Nguyen, Nicolas Devatine",http://arxiv.org/abs/2609.01335v2,https://github.com/Tiime-Software/IMABO,0,2026-09-01T14:48:08Z,2026-09-03T09:59:03.143815Z
1.0,RESEARCH_PAPER,VerTox: Verifiable Reward-Guided Corpus Poisoning Against Neural Ranking Models,"Zhiqi Huang, Vivek Datla, Zhichao Xu, Puxuan Yu, Vivek Srikumar, Alfy Samuel",http://arxiv.org/abs/2609.01325v1,,0,2026-09-01T14:43:11Z,2026-09-03T09:59:03.143834Z
1.0,RESEARCH_PAPER,Exploring Sparse Autoencoders in Text-Based Causal Confounding Adjustment,"Mian Zhong, Katherine A. Keith, Anjalie Field",http://arxiv.org/abs/2609.01322v1,https://github.com/mianzg/sae-text-confounder,1,2026-09-01T14:40:23Z,2026-09-03T09:59:03.143850Z
